id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_2aDk6Ug8Ras56C4,5903637,271,2018-03-22T16:05:49Z,2018-03-22T16:10:20Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Somewhat unlikely,10,90,because I am concerned the money would be confiscated by the government,Once a year,Yes,Most of the time,Conservative,4 year degree,A few times a year,Blue,Male,,"$70,000 – $79,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2QFAUdNYBR8nhRb,568775,168,2018-03-22T16:08:38Z,2018-03-22T16:11:26Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely likely,8,92,They need it. I do too though as i am poor.,Once every few years,No,Only now and then,Independent,2 year degree,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_3eg4e0ePJZBmBt7,930226,303,2018-03-22T16:07:43Z,2018-03-22T16:12:47Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Unfavorable,Unfavorable,Somewhat likely,25,75,I usually tithe 10% and in this case it's 20% and I would save the rest to help with a down payment on my house.  I tithe every month to church and charity places that i feel goes directly to the people and not the organization --,Once a month,No,Most of the time,"Independent, leaning conservative",4 year degree,A few times a year,Blue,Female,,"$50,000 – $59,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Not favorable,Not favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2uHXCONOrIw40eX,3105703,102,2018-03-22T16:12:09Z,2018-03-22T16:13:52Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,5,95,I feel that I if I had extra money I need to use the majority of it to make myself financially stable.,Once every six months,Yes,Most of the time,Independent,Graduate or professional degree,A few times a year,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_bxB9Jo9SlIZQDAt,9412391,170,2018-03-22T16:12:33Z,2018-03-22T16:15:23Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,Money is tight! An extra 50 would help me but I would be happy to donate half of that 100.,Once every three months,Yes,Some of the time,Liberal,Some college,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_33dnMLTX6GGgmvK,8216081,142,2018-03-22T16:13:15Z,2018-03-22T16:15:38Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,5,95,"i give to others, so rest is limited",Once a week,Yes,Most of the time,Strong liberal,Some college,Once a week,Blue,Male,,"$30,000 – $39,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1K9ClCNbAViZpSq,9783555,183,2018-03-22T16:13:22Z,2018-03-22T16:16:26Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,"I don't donate a lot to charity, I need money right now so if I came upon an extra 100 I would want to keep most of it.",Once every six months,No,Most of the time,Strong liberal,Some college,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2TMExElLGPcOmON,9710816,99,2018-03-22T16:14:57Z,2018-03-22T16:16:36Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,I need things for myself.,Once a month,Yes,Most of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_24osZJcE8o7tMO8,1131331,142,2018-03-22T16:14:54Z,2018-03-22T16:17:16Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,donate to help ou the rest for my expenses,Once a month,Yes,Only now and then,Independent,2 year degree,Seldom,Blue,Female,,"$80,000 – $89,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Not often,Independent,Not liberal,No BA,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_22JO4EpgKtxZ1kB,9112069,122,2018-03-22T16:15:52Z,2018-03-22T16:17:54Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat unlikely,0,100,I would keep the money to myself and not donate because I don't know enough about IRC and how much of my money actually goes into helping refugees.,Once a year,No,Only now and then,Liberal,Graduate or professional degree,Never,Blue,Female,,"$90,000 – $99,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_XYR4SaRcG724wSJ,8163556,151,2018-03-22T16:15:38Z,2018-03-22T16:18:09Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Extremely unlikely,30,70,I would donate $30 because I need the extra $70 to help cover groceries for a week,Once a month,Yes,Some of the time,Liberal,4 year degree,Once or twice a month,Blue,Female,,"$90,000 – $99,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$90,000 – $99,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2dXz9mzsqWHJ5Wf,1404927,276,2018-03-22T16:13:34Z,2018-03-22T16:18:11Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,20,80,"Typically before deciding to donate to a NPO, I utilize a site like https://www.charitywatch.org. Without this information, I am not comfortable giving a large sum.",Once a year,Yes,Some of the time,"Independent, leaning liberal",2 year degree,Never,Blue,Female,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2TAIJfsG41OPhmi,2399999,118,2018-03-22T16:16:16Z,2018-03-22T16:18:14Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,90,10,"They should get most of the money, they can use 100 more than I can. But also, $10 would be nice to have",Once every three months,Yes,Most of the time,Liberal,4 year degree,Once a week,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2b1aEiawrqopXnq,3142548,100,2018-03-22T16:16:34Z,2018-03-22T16:18:15Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,82,18,To help people in need.,Once a week,Yes,Most of the time,Conservative,Some college,More than once a week,Blue,Female,,"$90,000 – $99,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$90,000 – $99,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1MKRiRJuw5Cedj4,9664838,125,2018-03-22T16:16:16Z,2018-03-22T16:18:22Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat unlikely,0,100,I respect their efforts but am Extremely low on cash right now and need every dollar I can get at the moment.,Never,No,Some of the time,Independent,4 year degree,Never,Blue,Male,,"Less than $10,000",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Independent,Not liberal,BA and above,Rarely,"Less than $10,000","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_2fE6KEtS6VmnCyS,1756844,95,2018-03-22T16:16:56Z,2018-03-22T16:18:32Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I wouldn't donate to an organization funded even partly by governments,Once every six months,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Male,,"$70,000 – $79,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2QM1IIXMtlVctk6,3963595,258,2018-03-22T16:14:58Z,2018-03-22T16:19:17Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,50,50,"If it was extra money that I didn't need to a pressing bill, I would want to share.",Once every six months,Yes,Some of the time,"Independent, leaning liberal",High school graduate,A few times a year,Blue,Female,,"$30,000 – $39,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2pWERpmf5bay6xA,73334,184,2018-03-22T16:16:58Z,2018-03-22T16:20:02Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,25,75,"Because if I had an extra $100 dollars, giving any amount would be more generous than I normally am with the money I already have.",Once every three months,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_3Jw7iGdNc8ckY6L,581482,306,2018-03-22T16:15:26Z,2018-03-22T16:20:33Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,60,40,I have been through very hard times in life myself . And if life is good to me I should do the right thing and help the needy.,Once a month,No,Most of the time,Strong liberal,Some college,Once or twice a month,Blue,Male,,"$20,000 – $29,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1kSUbxlhI7UgcmM,8871108,132,2018-03-22T16:18:55Z,2018-03-22T16:21:08Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,I think it is a fair amount to donate to this cause while also maintaining some money for my living expenses.,Once every six months,Yes,Most of the time,Independent,2 year degree,Seldom,Blue,Male,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_3O7jkenjSHI4RSb,4383968,153,2018-03-22T16:19:05Z,2018-03-22T16:21:39Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,0,100,"I just don't donate, typically.",Once every few years,No,Some of the time,Liberal,4 year degree,Never,Blue,Male,,"$60,000 – $69,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2aKU0n5PILGmCQo,8670934,194,2018-03-22T16:18:42Z,2018-03-22T16:21:57Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,0,100,"I have not heard of them, and don't know how much of the money goes to the needs and how much goes to the people running it.",Once every three months,No,Most of the time,Conservative,4 year degree,Once or twice a month,Blue,Male,,"$60,000 – $69,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3nCd6o68HmlwUne,8325842,89,2018-03-22T16:20:57Z,2018-03-22T16:22:27Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,10,90,"Because I need money very badly in my life to keep up with my bills. If I had the extra money, I would give a little bit to the charity, but keep most for myself.",Once every few years,No,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_RPujOFL3VOTLfYB,2375120,187,2018-03-22T16:19:21Z,2018-03-22T16:22:28Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,I only donate to select charities of my choice and when I donate something it's usually not in the form of money. Charities and foundations are usually fronts for the rich so their kids don't have to get real jobs.,Once every three months,Yes,Most of the time,"Independent, leaning conservative",Graduate or professional degree,Never,Blue,Male,,"More than $150,000",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_XGokZRmWWd27RUR,797305,173,2018-03-22T16:19:45Z,2018-03-22T16:22:39Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,I feel like I should donate some but have other charities I would donate more to.,Once a year,No,Most of the time,Liberal,4 year degree,Never,Blue,Male,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_2PvbNygRtWzUflG,7831567,223,2018-03-22T16:19:33Z,2018-03-22T16:23:16Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat unlikely,10,90,I would like to help anyone in need so I'd like to donate something. I kept the rest because I'd need it.,Once every three months,No,Some of the time,"Independent, leaning liberal",High school graduate,Never,Blue,Female,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1hQhnxu1JDJrInF,8284409,173,2018-03-22T16:22:09Z,2018-03-22T16:25:03Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,40,60,"It seems like a reasonable amount. Giving enough to help the charity a little, and keeping enough for day to day expenses.",Once every six months,No,Some of the time,Strong liberal,Graduate or professional degree,Seldom,Blue,Female,,"$50,000 – $59,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2aLlfyN1PeRZtag,6383506,205,2018-03-22T16:22:08Z,2018-03-22T16:25:34Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,50,50,The IRC is providing humanitarian assistance although it would be better if they accepted the help of non-profits. I would keep half since I am trying to help care for my family.,Once a week,No,Some of the time,"Independent, leaning liberal",Doctorate,More than once a week,Blue,Male,,"$80,000 – $89,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_ZgeFQSPF1NV0R9L,1486875,209,2018-03-22T16:23:54Z,2018-03-22T16:27:24Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,I believe in donating but in my current situation I'd rather keep the money.,Once every few years,No,Most of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$40,000 – $49,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_2QlK1tsW4MYW93q,3357720,121,2018-03-22T16:28:03Z,2018-03-22T16:30:05Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,I just would.,Once every six months,Yes,Some of the time,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3HZlZ7aaMTaNZod,5069717,109,2018-03-22T16:29:09Z,2018-03-22T16:30:58Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,"I don't have much money, if I was going to donate it would be to long term solutions.",Once every six months,No,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$40,000 – $49,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1FmQHPmpYo2whGq,123,150,2018-03-22T16:28:55Z,2018-03-22T16:31:26Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Neither likely nor unlikely,15,85,It's an important topic that deserves support but not where my real passion lies.,Once every six months,No,Some of the time,Liberal,Graduate or professional degree,Once or twice a month,Blue,Female,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2TGJRxyzMvPrLPZ,1258845,1054,2018-03-22T16:16:19Z,2018-03-22T16:33:53Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,I wouldn't donate more than 10% of my income,Once every few years,No,Some of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$80,000 – $89,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,BA and above,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_2bNKPrYgZVkrNgU,311021,127,2018-03-22T16:32:06Z,2018-03-22T16:34:13Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,50,50,"I would donate $50 because I want to support the organization, but I would keep the remainder and donate it to another charity that I support.",Once every three months,No,Some of the time,Liberal,Graduate or professional degree,Never,Blue,Female,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Female
R_D6oVLNEFzj7a5Cp,9729558,100,2018-03-22T16:32:46Z,2018-03-22T16:34:27Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Neither likely nor unlikely,50,50,because it is half,Once a year,Yes,Some of the time,"Independent, leaning liberal",4 year degree,A few times a year,Blue,Female,,"Less than $10,000",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"Less than $10,000","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_dp1v5aHPzPKAC8V,2611793,168,2018-03-22T16:32:20Z,2018-03-22T16:35:09Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I am very skeptical of donating to charity groups.  I would much rather help a needy child at our local school that I know has less and is made fun of because of his status or situation.,Once every three months,Yes,Some of the time,Conservative,2 year degree,Once a week,Blue,Female,,"$10,000 – $19,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2a8Gc1MenRgPLZo,6741605,49,2018-03-22T16:35:58Z,2018-03-22T16:36:48Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Unfavorable,Unfavorable,Neither likely nor unlikely,0,100,i rather make the money,Once every three months,Yes,Some of the time,Liberal,Graduate or professional degree,Once or twice a month,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_7VrcJaMoedkJAl3,915893,148,2018-03-22T16:36:06Z,2018-03-22T16:38:35Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,40,60,I would donate it.,Once a month,No,Only now and then,Conservative,4 year degree,Once a week,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Not often,Conservative,Not liberal,BA and above,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_RUDqh37I2dGuLcJ,4029096,306,2018-03-22T16:33:33Z,2018-03-22T16:38:39Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,20,80,I'm not sure whether the money goes to help who they say.,Once a month,No,Some of the time,"Independent, leaning liberal",Some college,Once a week,Blue,Female,,"$60,000 – $69,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2zNJ1kilJ5ecPCn,4629258,116,2018-03-22T16:37:24Z,2018-03-22T16:39:21Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,8,92,I am very short of money right now.,Once a year,Yes,Some of the time,Liberal,Doctorate,Never,Blue,Male,,"$10,000 – $19,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_Y0rFRyvG90fSs1P,181562,110,2018-03-22T16:38:02Z,2018-03-22T16:39:53Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,I would need to really know more about the organization and trust that the funds go to the right place.,Once every six months,No,Some of the time,Conservative,Some college,Never,Blue,Male,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_1opuPyhU6Ug27fS,8401052,149,2018-03-22T16:37:31Z,2018-03-22T16:40:01Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,5,95,I NEED MORE INFORMATION ABOUT THE ORGANIZATION BEFORE I DONATE A LARGE SUM OF MONEY.,Once a month,No,Some of the time,Liberal,2 year degree,A few times a year,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_1qdFa5u3Ec1ul9S,6664951,315,2018-03-22T16:35:29Z,2018-03-22T16:40:44Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,Nobody have $50 extra.,Once every few years,No,Hardly at all,Independent,Graduate or professional degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2zoMMZLCjvte7cV,1329300,933,2018-03-22T16:26:14Z,2018-03-22T16:41:47Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,0,100,It's enough to make a difference.,Once a year,Yes,Some of the time,Strong liberal,4 year degree,A few times a year,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
